"Season","Team","Conference","Offense Plays","Offense Drives","Offense Ppa","Offense TotalPPA","Offense SuccessRate","Offense Explosiveness","Offense PowerSuccess","Offense StuffRate","Offense LineYards","Offense LineYardsTotal","Offense SecondLevelYards","Offense SecondLevelYardsTotal","Offense OpenFieldYards","Offense OpenFieldYardsTotal","Offense TotalOpportunies","Offense PointsPerOpportunity","Offense FieldPosition AverageStart","Offense FieldPosition AveragePredictedPoints","Offense Havoc Total","Offense Havoc FrontSeven","Offense Havoc Db","Offense StandardDowns Rate","Offense StandardDowns Ppa","Offense StandardDowns SuccessRate","Offense StandardDowns Explosiveness","Offense PassingDowns Rate","Offense PassingDowns Ppa","Offense PassingDowns SuccessRate","Offense PassingDowns Explosiveness","Offense RushingPlays Rate","Offense RushingPlays Ppa","Offense RushingPlays TotalPPA","Offense RushingPlays SuccessRate","Offense RushingPlays Explosiveness","Offense PassingPlays Rate","Offense PassingPlays Ppa","Offense PassingPlays TotalPPA","Offense PassingPlays SuccessRate","Offense PassingPlays Explosiveness","Defense Plays","Defense Drives","Defense Ppa","Defense TotalPPA","Defense SuccessRate","Defense Explosiveness","Defense PowerSuccess","Defense StuffRate","Defense LineYards","Defense LineYardsTotal","Defense SecondLevelYards","Defense SecondLevelYardsTotal","Defense OpenFieldYards","Defense OpenFieldYardsTotal","Defense TotalOpportunies","Defense PointsPerOpportunity","Defense FieldPosition AverageStart","Defense FieldPosition AveragePredictedPoints","Defense Havoc Total","Defense Havoc FrontSeven","Defense Havoc Db","Defense StandardDowns Rate","Defense StandardDowns Ppa","Defense StandardDowns SuccessRate","Defense StandardDowns Explosiveness","Defense PassingDowns Rate","Defense PassingDowns Ppa","Defense PassingDowns TotalPPA","Defense PassingDowns SuccessRate","Defense PassingDowns Explosiveness","Defense RushingPlays Rate","Defense RushingPlays Ppa","Defense RushingPlays TotalPPA","Defense RushingPlays SuccessRate","Defense RushingPlays Explosiveness","Defense PassingPlays Rate","Defense PassingPlays Ppa","Defense PassingPlays TotalPPA","Defense PassingPlays SuccessRate","Defense PassingPlays Explosiveness"
"2004","Air Force","Mountain West","156","27","0.05003897031850946","7.806079369687476","0.38461538461538464","0.9225002526458802","0.9285714285714286","0.1724137931034483","2.910344827586207","338","0.8189655172413793","95","0.39655172413793105","46","26","0","75","1.01","0.038461538461538464","0","0.038461538461538464","0.7371794871794872","0.03968731152920602","0.4434782608695652","0.827730391541218","0.26282051282051283","0.07907411082509228","0.21951219512195122","1.4595294655722997","0.7435897435897436","0.10239909061600493","11.878294511456572","0.41379310344827586","0.7604888185202123","0.21153846153846154","0.004705790286439259","0.15529107945249554","0.36363636363636365","1.570545989148552","123","28","0.15689943649098556","19.298630688391224","0.5203252032520326","0.8374184428407698","0.9090909090909091","0.11842105263157894","3.6907894736842106","281","1.3157894736842104","100","2.026315789473684","154","22","0","64.5","-1.844","0.07317073170731707","0","0.07317073170731707","0.7154471544715447","0.2079163326089333","0.6136363636363636","0.7299454758310784","0.2845528455284553","0.028628383394431228","15.540162100645032","0.2857142857142857","1.417772464693104","0.6178861788617886","0.11091583799742144","8.429603687804029","0.5657894736842105","0.5680768726216242","0.34146341463414637","0.3700038595391674","15.540162100645032","0.5","1.3889273723371158"
"2004","Akron","Mid-American","134","27","-0.13807530604869844","-18.502091010525593","0.34328358208955223","0.6334541200431446","0.6666666666666666","0.36363636363636365","1.84","101","0.5272727272727272","29","0.03636363636363636","2","21","0","76.5","0.918","0.05970149253731343","0","0.05970149253731343","0.6417910447761194","-0.15245069463491034","0.4418604651162791","0.5418998825034069","0.3582089552238806","-0.11231940149840217","0.16666666666666666","1.0683367483568982","0.41044776119402987","-0.2565926951898587","-14.11259823544223","0.2909090909090909","0.41310556679055","0.5223880597014925","-0.010958014352509647","-0.7670610046756753","0.42857142857142855","0.7509733484445283","121","22","0.17067315697857166","20.65145199440717","0.512396694214876","0.8575848390087947","0.625","0.2112676056338028","3.5605633802816903","253","1.6338028169014085","116","2.507042253521127","178","18","0","60.1","-2.081","0.09090909090909091","0","0.09090909090909091","0.7355371900826446","0.22699586048768708","0.6067415730337079","0.7653909839046968","0.2644628099173554","0.014025637843844377","7.694178124957415","0.25","1.479893360961455","0.5867768595041323","0.19690800958662355","13.980468680650272","0.5492957746478874","0.814045424827714","0.4049586776859504","0.15702404336647785","7.694178124957415","0.46938775510204084","0.9314125413158445"
"2004","Alabama","SEC","706","134","-0.03110655024622635","-21.961224473835802","0.35694050991501414","0.8837834276739753","0.5882352941176471","0.19730941704035873","2.9199551569506728","1302","0.9820627802690582","438","0.9125560538116592","407","91","0","68.4","1.54","0.015580736543909348","0","0.015580736543909348","0.6614730878186968","-0.0818299077039747","0.4197002141327623","0.6626287958269717","0.3385269121813031","0.06800561683648698","0.23430962343096234","1.6578246391384879","0.6317280453257791","-0.02386221750822837","-10.642549008669853","0.3744394618834081","0.7314177275195166","0.3286118980169972","0.032881508049684365","7.628509867526772","0.36637931034482757","1.1831372150362647","651","142","-0.15221039733808592","-99.08896866709394","0.30414746543778803","0.9007194381697489","0.6","0.3046875","2.1927083333333335","842","0.8671875","333","0.578125","222","94","0","70.5","-1.401","0.018433179723502304","0","0.018433179723502304","0.620583717357911","-0.15504128179339496","0.3886138613861386","0.7461720508556882","0.3794162826420891","-0.1475801247877019","-20.0814279156068","0.1659919028340081","1.4925228481284694","0.5898617511520737","-0.13047453158104197","-50.10222012712012","0.3489583333333333","0.6430210069194914","0.3548387096774194","-0.0869325883792502","-20.0814279156068","0.27705627705627706","1.4402755285999755"
"2004","Arizona","Big 12","702","143","-0.06874403811179117","-48.2583147544774","0.33618233618233617","0.9693205709037481","0.6041666666666666","0.28688524590163933","2.148633879781421","786","0.9808743169398907","359","0.6912568306010929","253","94","-0.07446808510638298","70.7","1.384","0.01566951566951567","0","0.01566951566951567","0.6324786324786325","-0.10875816955201072","0.4166666666666667","0.7760890872013166","0.36752136752136755","0.00011749041323784417","0.19767441860465115","1.6702583059027645","0.5213675213675214","-0.11170967290969495","-40.885740284948355","0.3825136612021858","0.7081088453810888","0.4515669515669516","0.010954175540765602","3.472473646422696","0.3028391167192429","1.35025433729096","795","148","0.009769136659727815","7.766463644483613","0.39748427672955977","0.9445121443186898","0.7213114754098361","0.24538258575197888","2.454617414248021","930","0.8284960422163589","314","0.5593667546174143","212","101","-0.06930693069306931","67.1","-1.618","0.010062893081761006","0","0.010062893081761006","0.6641509433962264","-0.08552988471328639","0.45454545454545453","0.7135502802234774","0.33584905660377357","0.19822562836366603","78.95720625796132","0.2846441947565543","1.6738653993562023","0.4767295597484277","-0.11162947902521872","-42.30757255055789","0.40633245382585753","0.6070618016640463","0.4666666666666667","0.21282265837725423","78.95720625796132","0.4366576819407008","1.265298272521252"
"2004","Arizona State","Big 12","855","163","-0.046026923420093645","-39.35301952418007","0.3532163742690059","1.0927973375953242","0.52","0.2845744680851064","2.2327127659574466","840","0.8031914893617021","302","0.7367021276595744","277","125","-0.056","67","1.615","0.010526315789473684","0","0.010526315789473684","0.6549707602339181","-0.16369146867278286","0.3767857142857143","0.8385736204502379","0.34502923976608185","0.17733628112738417","0.30847457627118646","1.6822611213053593","0.439766081871345","-0.14037865882466183","-52.78237571807285","0.3537234042553192","0.6886034162608524","0.519298245614035","0.13132298249347074","58.307404227101","0.38063063063063063","1.4108907786455296","772","156","-0.040889768807815516","-31.56690151963358","0.35233160621761656","1.0365166397157615","0.5609756097560976","0.26519337016574585","2.124585635359116","769","0.8729281767955801","316","1.0193370165745856","369","122","-0.05737704918032787","71.3","-1.315","0.019430051813471502","0","0.019430051813471502","0.6347150259067358","-0.11510584950389409","0.40408163265306124","0.7630660413222713","0.36528497409326427","0.08806725084139903","19.48134957494518","0.2624113475177305","1.7681817543361806","0.4689119170984456","-0.10989965247946153","-39.78367419756507","0.34806629834254144","0.7755500328313216","0.49870466321243523","0.05060090798687061","19.48134957494518","0.37922077922077924","1.2617343963420586"
"2004","Arkansas","SEC","729","136","0.03562770677110515","25.972598236135653","0.39094650205761317","1.0157459517083602","0.6538461538461539","0.21040189125295508","2.6936170212765957","1139","0.966903073286052","409","1.0851063829787233","459","109","-0.06422018348623854","69.8","1.388","0.01646090534979424","0","0.01646090534979424","0.6721536351165981","-0.008546340397607476","0.44693877551020406","0.799062881988275","0.3278463648834019","0.1261937448994281","0.27615062761506276","1.73473977396137","0.5802469135802469","-0.01379257349646999","-5.834258589006806","0.3947990543735225","0.7954607269828459","0.38820301783264743","0.17049610399115983","48.250397429498236","0.4169611307420495","1.3275055494131136","724","139","0.022132244443299427","16.023744976948787","0.39226519337016574","1.0115847508951958","0.5853658536585366","0.215","3.0035","1201","1.115","446","1.1025","441","114","-0.06140350877192982","71.1","-1.324","0.008287292817679558","0","0.008287292817679558","0.6588397790055248","-0.03269574576939787","0.4570230607966457","0.7772798073362516","0.3411602209944751","0.12801463849777964","53.28935794088475","0.26720647773279355","1.785501079620193","0.5524861878453039","0.02509543391780548","10.038173567122193","0.41","0.7818228561722435","0.38950276243093923","0.18896935440030055","53.28935794088475","0.425531914893617","1.3255926736832306"
"2004","Arkansas State","Sun Belt","278","54","0.01928486549739287","5.361192608275218","0.3345323741007194","1.225690771303021","1","0.2786885245901639","2.40327868852459","293","0.7049180327868853","86","0.5983606557377049","73","57","0","68.6","1.464","0.05755395683453238","0","0.05755395683453238","0.6115107913669064","-0.09485054346419942","0.38235294117647056","0.7853875191729671","0.38848920863309355","0.19894245367767704","0.25925925925925924","2.247823320890646","0.43884892086330934","-0.0651985832957269","-7.954227162078682","0.319672131147541","0.7626619962554791","0.5143884892086331","0.14458128958969066","20.675124411325765","0.3776223776223776","1.56010044217069","266","52","0.16196899820990068","43.08375352383358","0.4473684210526316","1.0055917995026151","0.65","0.16339869281045752","3.2888888888888888","503","1.2679738562091503","194","0.7908496732026143","121","43","-0.32558139534883723","67.9","-1.525","0.03007518796992481","0","0.03007518796992481","0.7255639097744361","0.04811103373520493","0.47668393782383417","0.738550116679413","0.2744360902255639","0.4629907399032744","31.604814492040823","0.3698630136986301","1.915511607640934","0.575187969924812","0.11788399742176359","18.03625160552983","0.48366013071895425","0.7202487852989518","0.38345864661654133","0.30985112247098845","31.604814492040823","0.4411764705882353","1.4748225339708618"
"2004","Army","American Athletic","69","14","-0.14524969447903166","-10.022228919053184","0.30434782608695654","0.9860017957650438","1","0.2857142857142857","2.974285714285714","104","1.1428571428571428","40","0.5142857142857142","18","10","0","76.6","0.854","0.13043478260869565","0","0.13043478260869565","0.5652173913043478","-0.10409339648693297","0.4358974358974359","0.9223534601484985","0.43478260869565216","-0.19875288186875997","0.13333333333333333","1.2565072221353608","0.5072463768115942","0.0377141269842444","1.319994444448554","0.4","0.7976649212959245","0.43478260869565216","-0.296588807087472","-8.897664212624159","0.23333333333333334","1.3626755447032823","73","13","0.071970895488434","5.253875370655682","0.5068493150684932","0.7887677632808962","0.75","0.16666666666666666","3.488888888888889","126","1.722222222222222","62","1.277777777777778","46","11","0","63.4","-1.943","0.0958904109589041","0","0.0958904109589041","0.7397260273972602","0.07682494525066322","0.5740740740740741","0.5470566172876246","0.2602739726027397","0.058175175111572","3.2094207832415735","0.3157894736842105","2.0376086842461323","0.4931506849315068","0.11747883814100449","4.229238173076162","0.4722222222222222","0.84152366643656","0.4794520547945205","0.09169773666404496","3.2094207832415735","0.5714285714285714","0.7439252455985819"
"2004","Auburn","SEC","782","146","0.0899857552675006","70.36886061918548","0.42710997442455245","0.9552624990855213","0.7111111111111111","0.2345415778251599","2.9153518123667377","1367","1.138592750533049","534","1.0980810234541578","515","108","-0.06481481481481481","66.9","1.686","0.011508951406649617","0","0.011508951406649617","0.6777493606138107","0.05356196061990003","0.49245283018867925","0.7837028590318034","0.32225063938618925","0.16659135512158119","0.2896825396825397","1.568646965578951","0.5997442455242967","0.036128156268674064","16.944105290008135","0.43710021321961623","0.6926672183362567","0.36061381074168797","0.2586267530918397","72.93274437189879","0.4574468085106383","1.3725650770203992","749","146","-0.10771543813489522","-80.67886316303652","0.308411214953271","1.000204017127184","0.6808510638297872","0.2826086956521739","2.3054347826086956","848","0.7717391304347826","284","0.8070652173913043","297","114","0","73.9","-1.112","0.021361815754339118","0","0.021361815754339118","0.6261682242990654","-0.10297161780420648","0.39872068230277186","0.7559443451542183","0.37383177570093457","-0.11566133718879885","-18.739781147355473","0.15714285714285714","2.038307623012288","0.49132176234979974","-0.10581046249323166","-38.93825019750925","0.328804347826087","0.7851413771753164","0.45927903871829107","-0.05447610798649846","-18.739781147355473","0.31976744186046513","1.2367729210742384"
"2004","Ball State","Mid-American","178","38","-0.17533907541618796","-31.210355424081456","0.24157303370786518","1.0968943027336626","0.4","0.2608695652173913","2.516304347826087","232","0.9021739130434783","83","0.41304347826086957","38","30","0","71.7","1.257","0.016853932584269662","0","0.016853932584269662","0.5898876404494382","-0.2222646846610333","0.2857142857142857","0.9829213896991982","0.4101123595505618","-0.10784333609141042","0.1780821917808219","1.3599087174285804","0.5168539325842697","-0.11627097189225277","-10.696929414087254","0.2391304347826087","0.955847508501386","0.4550561797752809","-0.21184627115155852","-17.15954796327624","0.25925925925925924","1.244657610977","215","37","0.08534743630045327","18.349698804597452","0.4186046511627907","0.8940144671741824","0.75","0.2231404958677686","3.1016528925619835","375","1.1818181818181819","143","1.2148760330578512","147","23","0","71.1","-1.426","0.004651162790697674","0","0.004651162790697674","0.6930232558139535","0.0003798106505915458","0.4899328859060403","0.6494828178377964","0.30697674418604654","0.27716828814635325","17.922608411783855","0.25757575757575757","1.9440621378539578","0.5627906976744186","0.07296682029443191","8.828985255626261","0.4132231404958678","0.765993543749469","0.386046511627907","0.21593504110582956","17.922608411783855","0.4819277108433735","1.0540406214550744"
